Year,Variable,Municipio,GeoCode,Value
2020,Tasa de paro,"Guardia de Jaén, La",23038.0,18.74
2020,Tasa de paro,Guarromán,23039.0,32.54
2020,Tasa de paro,Lahiguera,23040.0,22.22
2020,Tasa de paro,Higuera de Calatrava,23041.0,19.06
2020,Tasa de paro,Hinojares,23042.0,21.28
2020,Tasa de paro,Hornos,23043.0,22.06
2020,Tasa de paro,Huelma,23044.0,22.68
2020,Tasa de paro,Huesa,23045.0,19.95
2020,Tasa de paro,Ibros,23046.0,24.22
2020,Tasa de paro,"Iruela, La",23047.0,21.39
2020,Tasa de paro,Iznatoraf,23048.0,17.09
2020,Tasa de paro,Jabalquinto,23049.0,23.46
2020,Tasa de paro,Jaén,23050.0,22.37
2020,Tasa de paro,Jamilena,23051.0,20.72
2020,Tasa de paro,Jimena,23052.0,16.82
2020,Tasa de paro,Jódar,23053.0,21.18
2020,Tasa de paro,Larva,23054.0,18.48
2020,Tasa de paro,Linares,23055.0,32.9
2020,Tasa de paro,Lopera,23056.0,23.05
2020,Tasa de paro,Lupión,23057.0,24.0
2020,Tasa de paro,Mancha Real,23058.0,18.57
2020,Tasa de paro,Marmolejo,23059.0,23.88
2020,Tasa de paro,Martos,23060.0,19.02
2020,Tasa de paro,Mengíbar,23061.0,27.2
2020,Tasa de paro,Montizón,23062.0,19.3
2020,Tasa de paro,Navas de San Juan,23063.0,19.08
2020,Tasa de paro,Noalejo,23064.0,17.57
2020,Tasa de paro,Orcera,23065.0,22.77
2020,Tasa de paro,Peal de Becerro,23066.0,19.82
2020,Tasa de paro,Pegalajar,23067.0,20.14
2020,Tasa de paro,Porcuna,23069.0,18.69
2020,Tasa de paro,Pozo Alcón,23070.0,28.02
2020,Tasa de paro,Puente de Génave,23071.0,19.33
2020,Tasa de paro,"Puerta de Segura, La",23072.0,22.49
2020,Tasa de paro,Quesada,23073.0,20.73
2020,Tasa de paro,Rus,23074.0,24.17
2020,Tasa de paro,Sabiote,23075.0,20.77
2020,Tasa de paro,Santa Elena,23076.0,31.46
2020,Tasa de paro,Santiago de Calatrava,23077.0,17.95
2020,Tasa de paro,Santisteban del Puerto,23079.0,19.35
2020,Tasa de paro,Santo Tomé,23080.0,19.91
2020,Tasa de paro,Segura de la Sierra,23081.0,20.93
2020,Tasa de paro,Siles,23082.0,21.11
2020,Tasa de paro,Sorihuela del Guadalimar,23084.0,24.57
2020,Tasa de paro,Torreblascopedro,23085.0,22.96
2020,Tasa de paro,Torredelcampo,23086.0,21.28
2020,Tasa de paro,Torredonjimeno,23087.0,21.89
2020,Tasa de paro,Torreperogil,23088.0,25.58
2020,Tasa de paro,Torres,23090.0,13.32
2020,Tasa de paro,Torres de Albánchez,23091.0,26.32
2020,Tasa de paro,Úbeda,23092.0,25.08
2020,Tasa de paro,Valdepeñas de Jaén,23093.0,20.62
2020,Tasa de paro,Vilches,23094.0,23.37
2020,Tasa de paro,Villacarrillo,23095.0,19.52
2020,Tasa de paro,Villanueva de la Reina,23096.0,23.57
2020,Tasa de paro,Villanueva del Arzobispo,23097.0,18.57
2020,Tasa de paro,Villardompardo,23098.0,21.71
2020,Tasa de paro,"Villares, Los",23099.0,16.44
2020,Tasa de paro,Villarrodrigo,23101.0,25.14
2020,Tasa de paro,Cárcheles,23901.0,18.43
2020,Tasa de paro,Bedmar y Garcíez,23902.0,17.94
2020,Tasa de paro,Villatorres,23903.0,19.46
2020,Tasa de paro,Santiago-Pontones,23904.0,18.98
2020,Tasa de paro,Arroyo del Ojanco,23905.0,18.47
2020,Tasa de paro,Alameda,29001.0,23.08
2020,Tasa de paro,Alcaucín,29002.0,26.08
2020,Tasa de paro,Alfarnate,29003.0,20.26
2020,Tasa de paro,Alfarnatejo,29004.0,27.07
2020,Tasa de paro,Algarrobo,29005.0,22.94
2020,Tasa de paro,Algatocín,29006.0,29.07
2020,Tasa de paro,Alhaurín de la Torre,29007.0,23.19
2020,Tasa de paro,Alhaurín el Grande,29008.0,28.74
2020,Tasa de paro,Almáchar,29009.0,28.95
2020,Tasa de paro,Almargen,29010.0,22.44
2020,Tasa de paro,Almogía,29011.0,26.21
2020,Tasa de paro,Álora,29012.0,29.8
2020,Tasa de paro,Alozaina,29013.0,28.02
2020,Tasa de paro,Alpandeire,29014.0,27.94
2020,Tasa de paro,Antequera,29015.0,22.52
2020,Tasa de paro,Árchez,29016.0,33.33
2020,Tasa de paro,Archidona,29017.0,21.17
2020,Tasa de paro,Ardales,29018.0,23.36
2020,Tasa de paro,Arenas,29019.0,27.25
2020,Tasa de paro,Arriate,29020.0,27.39
2020,Tasa de paro,Atajate,29021.0,29.21
2020,Tasa de paro,Benadalid,29022.0,26.88
2020,Tasa de paro,Benahavís,29023.0,13.28
2020,Tasa de paro,Benalauría,29024.0,22.34
2020,Tasa de paro,Benalmádena,29025.0,25.45
2020,Tasa de paro,Benamargosa,29026.0,19.59
2020,Tasa de paro,Benamocarra,29027.0,20.22
2020,Tasa de paro,Benaoján,29028.0,36.11
2020,Tasa de paro,Benarrabá,29029.0,21.26
2020,Tasa de paro,"Borge, El",29030.0,28.93
2020,Tasa de paro,"Burgo, El",29031.0,31.42
2020,Tasa de paro,Campillos,29032.0,25.68
2020,Tasa de paro,Canillas de Aceituno,29033.0,26.08
2020,Tasa de paro,Canillas de Albaida,29034.0,27.28
2020,Tasa de paro,Cañete la Real,29035.0,27.74
2020,Tasa de paro,Carratraca,29036.0,27.67
2020,Tasa de paro,Cartajima,29037.0,25.49
2020,Tasa de paro,Cártama,29038.0,22.83
2020,Tasa de paro,Casabermeja,29039.0,19.04
2020,Tasa de paro,Casarabonela,29040.0,24.65
2020,Tasa de paro,Casares,29041.0,20.51
2020,Tasa de paro,Coín,29042.0,26.99
2020,Tasa de paro,Colmenar,29043.0,25.04
2020,Tasa de paro,Comares,29044.0,22.8
2020,Tasa de paro,Cómpeta,29045.0,29.97
2020,Tasa de paro,Cortes de la Frontera,29046.0,32.35
2020,Tasa de paro,Cuevas Bajas,29047.0,21.74
2020,Tasa de paro,Cuevas del Becerro,29048.0,30.33
2020,Tasa de paro,Cuevas de San Marcos,29049.0,22.25
2020,Tasa de paro,Cútar,29050.0,20.81
2020,Tasa de paro,Estepona,29051.0,23.74
2020,Tasa de paro,Faraján,29052.0,22.43
2020,Tasa de paro,Frigiliana,29053.0,26.13
2020,Tasa de paro,Fuengirola,29054.0,27.96
2020,Tasa de paro,Fuente de Piedra,29055.0,23.28
2020,Tasa de paro,Gaucín,29056.0,22.88
2020,Tasa de paro,Genalguacil,29057.0,32.95
2020,Tasa de paro,Guaro,29058.0,31.06
2020,Tasa de paro,Humilladero,29059.0,24.91
2020,Tasa de paro,Igualeja,29060.0,18.88
2020,Tasa de paro,Istán,29061.0,19.0
2020,Tasa de paro,Iznate,29062.0,24.84
2020,Tasa de paro,Jimera de Líbar,29063.0,25.85
2020,Tasa de paro,Jubrique,29064.0,30.21
2020,Tasa de paro,Júzcar,29065.0,17.21
2020,Tasa de paro,Macharaviaya,29066.0,19.02
2020,Tasa de paro,Málaga,29067.0,27.39
2020,Tasa de paro,Manilva,29068.0,24.44
2020,Tasa de paro,Marbella,29069.0,23.14
2020,Tasa de paro,Mijas,29070.0,25.13
2020,Tasa de paro,Moclinejo,29071.0,27.32
2020,Tasa de paro,Mollina,29072.0,21.95
2020,Tasa de paro,Monda,29073.0,30.13
2020,Tasa de paro,Montejaque,29074.0,28.59
2020,Tasa de paro,Nerja,29075.0,32.45
2020,Tasa de paro,Ojén,29076.0,22.76
2020,Tasa de paro,Parauta,29077.0,15.53
2020,Tasa de paro,Periana,29079.0,27.67
2020,Tasa de paro,Pizarra,29080.0,26.71
2020,Tasa de paro,Pujerra,29081.0,15.4
2020,Tasa de paro,Rincón de la Victoria,29082.0,20.59
2020,Tasa de paro,Riogordo,29083.0,23.01
2020,Tasa de paro,Ronda,29084.0,27.79
2020,Tasa de paro,Salares,29085.0,29.26
2020,Tasa de paro,Sayalonga,29086.0,29.95
2020,Tasa de paro,Sedella,29087.0,27.25
2020,Tasa de paro,Sierra de Yeguas,29088.0,22.65
2020,Tasa de paro,Teba,29089.0,25.8
2020,Tasa de paro,Tolox,29090.0,26.41
2020,Tasa de paro,Torrox,29091.0,27.92
2020,Tasa de paro,Totalán,29092.0,27.06
2020,Tasa de paro,Valle de Abdalajís,29093.0,28.54
2020,Tasa de paro,Vélez-Málaga,29094.0,24.15
2020,Tasa de paro,Villanueva de Algaidas,29095.0,19.2
2020,Tasa de paro,Villanueva del Rosario,29096.0,25.77
2020,Tasa de paro,Villanueva del Trabuco,29097.0,22.92
2020,Tasa de paro,Villanueva de Tapia,29098.0,20.86
2020,Tasa de paro,Viñuela,29099.0,24.4
2020,Tasa de paro,Yunquera,29100.0,34.28
2020,Tasa de paro,Torremolinos,29901.0,27.17
2020,Tasa de paro,Villanueva de la Concepción,29902.0,20.36
2020,Tasa de paro,Montecorto,29903.0,25.66
2020,Tasa de paro,Serrato,29904.0,31.46
2020,Tasa de paro,Aguadulce,41001.0,23.15
2020,Tasa de paro,Alanís,41002.0,30.98
2020,Tasa de paro,Albaida del Aljarafe,41003.0,26.42
2020,Tasa de paro,Alcalá de Guadaíra,41004.0,28.86
2020,Tasa de paro,Alcalá del Río,41005.0,24.97
2020,Tasa de paro,Alcolea del Río,41006.0,23.93
2020,Tasa de paro,"Algaba, La",41007.0,30.21
2020,Tasa de paro,Algámitas,41008.0,29.43
2020,Tasa de paro,Almadén de la Plata,41009.0,30.22
2020,Tasa de paro,Almensilla,41010.0,25.28
2020,Tasa de paro,Arahal,41011.0,23.14
2020,Tasa de paro,Aznalcázar,41012.0,26.51
2020,Tasa de paro,Aznalcóllar,41013.0,31.51
2020,Tasa de paro,Badolatosa,41014.0,23.01
2020,Tasa de paro,Benacazón,41015.0,26.32
2020,Tasa de paro,Bollullos de la Mitación,41016.0,23.63
2020,Tasa de paro,Bormujos,41017.0,22.09
2020,Tasa de paro,Brenes,41018.0,23.4
2020,Tasa de paro,Burguillos,41019.0,28.34
2020,Tasa de paro,"Cabezas de San Juan, Las",41020.0,34.34
2020,Tasa de paro,Camas,41021.0,31.8
2020,Tasa de paro,"Campana, La",41022.0,23.65
2020,Tasa de paro,Cantillana,41023.0,24.09
2020,Tasa de paro,Carmona,41024.0,26.89
2020,Tasa de paro,Carrión de los Céspedes,41025.0,25.2
2020,Tasa de paro,Casariche,41026.0,25.1
2020,Tasa de paro,Castilblanco de los Arroyos,41027.0,31.76
2020,Tasa de paro,Castilleja de Guzmán,41028.0,22.45
2020,Tasa de paro,Castilleja de la Cuesta,41029.0,25.2
2020,Tasa de paro,Castilleja del Campo,41030.0,25.26
2020,Tasa de paro,"Castillo de las Guardas, El",41031.0,27.82
2020,Tasa de paro,Cazalla de la Sierra,41032.0,27.94
2020,Tasa de paro,Constantina,41033.0,27.73
2020,Tasa de paro,Coria del Río,41034.0,28.14
2020,Tasa de paro,Coripe,41035.0,20.1
2020,Tasa de paro,"Coronil, El",41036.0,26.86
2020,Tasa de paro,"Corrales, Los",41037.0,24.34
2020,Tasa de paro,Dos Hermanas,41038.0,26.91
2020,Tasa de paro,Écija,41039.0,27.9
2020,Tasa de paro,Espartinas,41040.0,19.37
2020,Tasa de paro,Estepa,41041.0,21.75
2020,Tasa de paro,Fuentes de Andalucía,41042.0,24.05
2020,Tasa de paro,"Garrobo, El",41043.0,30.43
2020,Tasa de paro,Gelves,41044.0,22.9
2020,Tasa de paro,Gerena,41045.0,29.02
2020,Tasa de paro,Gilena,41046.0,19.45
2020,Tasa de paro,Gines,41047.0,21.36
2020,Tasa de paro,Guadalcanal,41048.0,26.71
2020,Tasa de paro,Guillena,41049.0,31.22
2020,Tasa de paro,Herrera,41050.0,19.05
2020,Tasa de paro,Huévar del Aljarafe,41051.0,23.19
2020,Tasa de paro,Lantejuela,41052.0,24.82
2020,Tasa de paro,Lebrija,41053.0,28.81
2020,Tasa de paro,Lora de Estepa,41054.0,22.83
2020,Tasa de paro,Lora del Río,41055.0,25.59
2020,Tasa de paro,"Luisiana, La",41056.0,24.74
2020,Tasa de paro,"Madroño, El",41057.0,20.54
2020,Tasa de paro,Mairena del Alcor,41058.0,26.1
2020,Tasa de paro,Mairena del Aljarafe,41059.0,22.34
2020,Tasa de paro,Marchena,41060.0,26.1
2020,Tasa de paro,Marinaleda,41061.0,19.31
2020,Tasa de paro,Martín de la Jara,41062.0,24.3
2020,Tasa de paro,"Molares, Los",41063.0,31.26
2020,Tasa de paro,Montellano,41064.0,26.46
2020,Tasa de paro,Morón de la Frontera,41065.0,27.68
2020,Tasa de paro,"Navas de la Concepción, Las",41066.0,25.44
2020,Tasa de paro,Olivares,41067.0,30.35
2020,Tasa de paro,Osuna,41068.0,28.11
2020,Tasa de paro,"Palacios y Villafranca, Los",41069.0,29.33
2020,Tasa de paro,Palomares del Río,41070.0,19.67
2020,Tasa de paro,Paradas,41071.0,24.98
2020,Tasa de paro,Pedrera,41072.0,22.58
2020,Tasa de paro,"Pedroso, El",41073.0,31.39
2020,Tasa de paro,Peñaflor,41074.0,22.2
2020,Tasa de paro,Pilas,41075.0,25.47
2020,Tasa de paro,Pruna,41076.0,29.9
2020,Tasa de paro,"Puebla de Cazalla, La",41077.0,26.39
2020,Tasa de paro,"Puebla de los Infantes, La",41078.0,24.77
2020,Tasa de paro,"Puebla del Río, La",41079.0,31.81
2020,Tasa de paro,"Real de la Jara, El",41080.0,30.15
2020,Tasa de paro,"Rinconada, La",41081.0,28.2
2020,Tasa de paro,"Roda de Andalucía, La",41082.0,21.6
2020,Tasa de paro,"Ronquillo, El",41083.0,27.04
2020,Tasa de paro,"Rubio, El",41084.0,24.75
2020,Tasa de paro,Salteras,41085.0,24.13
2020,Tasa de paro,San Juan de Aznalfarache,41086.0,32.9
2020,Tasa de paro,Sanlúcar la Mayor,41087.0,27.59
2020,Tasa de paro,San Nicolás del Puerto,41088.0,31.85
2020,Tasa de paro,Santiponce,41089.0,29.93
2020,Tasa de paro,"Saucejo, El",41090.0,25.94
2020,Tasa de paro,Sevilla,41091.0,26.57
2020,Tasa de paro,Tocina,41092.0,22.92
2020,Tasa de paro,Tomares,41093.0,18.65
2020,Tasa de paro,Umbrete,41094.0,24.04
2020,Tasa de paro,Utrera,41095.0,33.97
2020,Tasa de paro,Valencina de la Concepción,41096.0,26.19
2020,Tasa de paro,Villamanrique de la Condesa,41097.0,22.57
2020,Tasa de paro,Villanueva del Ariscal,41098.0,30.01
2020,Tasa de paro,Villanueva del Río y Minas,41099.0,32.0
2020,Tasa de paro,Villanueva de San Juan,41100.0,29.95
2020,Tasa de paro,Villaverde del Río,41101.0,23.98
2020,Tasa de paro,"Viso del Alcor, El",41102.0,26.7
2020,Tasa de paro,Cañada Rosal,41901.0,22.65
2020,Tasa de paro,Isla Mayor,41902.0,25.36
2020,Tasa de paro,"Cuervo de Sevilla, El",41903.0,32.26
2020,Tasa de paro,"Palmar de Troya, El",41904.0,
